Subject,Start Date,Start Time,End Time
Period 5,4/26/2023,12:14 PM,12:56 PM
Period 6,4/26/2023,1:01 PM,1:43 PM
Period 7,4/26/2023,1:48 PM,2:30 PM
Advisory,4/26/2023,9:22 AM,9:47 AM
Period 1,4/27/2023,7:45 AM,8:52 AM
Period 2,4/27/2023,8:57 AM,9:40 AM
Period 3,4/27/2023,9:45 AM,10:28 AM
Period 4,4/27/2023,10:33 AM,11:16 AM
Lunch,4/27/2023,11:16 AM,12:06 PM
Period 5,4/27/2023,12:11 PM,12:54 PM
Period 6,4/27/2023,12:59 PM,1:42 PM
Period 7,4/27/2023,1:47 PM,2:30 PM
Period 1,4/28/2023,7:45 AM,8:33 AM
Period 2,4/28/2023,8:38 AM,9:40 AM
Period 3,4/28/2023,9:45 AM,10:28 AM
Period 4,4/28/2023,10:33 AM,11:16 AM
Lunch,4/28/2023,11:16 AM,12:06 PM
Period 5,4/28/2023,12:11 PM,12:54 PM
Period 6,4/28/2023,12:59 PM,1:42 PM
Period 7,4/28/2023,1:47 PM,2:30 PM
Period 1,5/1/2023,7:45 AM,8:33 AM
Period 2,5/1/2023,8:38 AM,9:21 AM
Period 3,5/1/2023,9:26 AM,10:28 AM
Period 4,5/1/2023,10:33 AM,11:16 AM
Lunch,5/1/2023,11:16 AM,12:06 PM
Period 5,5/1/2023,12:11 PM,12:54 PM
Period 6,5/1/2023,12:59 PM,1:42 PM
Period 7,5/1/2023,1:47 PM,2:30 PM
Period 1,5/2/2023,7:45 AM,8:33 AM
Period 2,5/2/2023,8:38 AM,9:21 AM
Period 3,5/2/2023,9:26 AM,10:09 AM
Period 4,5/2/2023,10:14 AM,11:16 AM
Lunch,5/2/2023,11:16 AM,12:06 PM
Period 5,5/2/2023,12:11 PM,12:54 PM
Period 6,5/2/2023,12:59 PM,1:42 PM
Period 7,5/2/2023,1:47 PM,2:30 PM
Period 1,5/3/2023,7:45 AM,8:30 AM
Period 2,5/3/2023,8:35 AM,9:17 AM
Period 3,5/3/2023,9:52 AM,10:34 AM
Period 4,5/3/2023,10:39 AM,11:21 AM
Lunch,5/3/2023,11:21 AM,12:09 PM
Period 5,5/3/2023,12:14 PM,12:56 PM
Period 6,5/3/2023,1:01 PM,1:43 PM
Period 7,5/3/2023,1:48 PM,2:30 PM
Advisory,5/3/2023,9:22 AM,9:47 AM
Period 1,5/4/2023,7:45 AM,8:33 AM
Period 2,5/4/2023,8:38 AM,9:21 AM
Period 3,5/4/2023,9:26 AM,10:09 AM
Period 4,5/4/2023,10:14 AM,10:57 AM
Lunch,5/4/2023,10:57 AM,11:47 AM
Period 5,5/4/2023,11:52 AM,12:54 PM
Period 6,5/4/2023,12:59 PM,1:42 PM
Period 7,5/4/2023,1:47 PM,2:30 PM
Period 1,5/5/2023,7:45 AM,8:33 AM
Period 2,5/5/2023,8:38 AM,9:21 AM
Period 3,5/5/2023,9:26 AM,10:09 AM
Period 4,5/5/2023,10:14 AM,10:57 AM
Lunch,5/5/2023,10:57 AM,11:47 AM
Period 5,5/5/2023,11:52 AM,12:35 PM
Period 6,5/5/2023,12:40 PM,1:42 PM
Period 7,5/5/2023,1:47 PM,2:30 PM
Period 1,5/8/2023,7:45 AM,8:33 AM
Period 2,5/8/2023,8:38 AM,9:21 AM
Period 3,5/8/2023,9:26 AM,10:09 AM
Period 4,5/8/2023,10:14 AM,10:57 AM
Lunch,5/8/2023,10:57 AM,11:47 AM
Period 5,5/8/2023,11:52 AM,12:35 PM
Period 6,5/8/2023,12:40 PM,1:23 PM
Period 7,5/8/2023,1:28 PM,2:30 PM
Period 1,5/9/2023,7:45 AM,8:52 AM
Period 2,5/9/2023,8:57 AM,9:40 AM
Period 3,5/9/2023,9:45 AM,10:28 AM
Period 4,5/9/2023,10:33 AM,11:16 AM
Lunch,5/9/2023,11:16 AM,12:06 PM
Period 5,5/9/2023,12:11 PM,12:54 PM
Period 6,5/9/2023,12:59 PM,1:42 PM
Period 7,5/9/2023,1:47 PM,2:30 PM
Period 1,5/10/2023,7:45 AM,8:30 AM
Period 2,5/10/2023,8:35 AM,9:17 AM
Period 3,5/10/2023,9:52 AM,10:34 AM
Period 4,5/10/2023,10:39 AM,11:21 AM
Lunch,5/10/2023,11:21 AM,12:09 PM
Period 5,5/10/2023,12:14 PM,12:56 PM
Period 6,5/10/2023,1:01 PM,1:43 PM
Period 7,5/10/2023,1:48 PM,2:30 PM
Advisory,5/10/2023,9:22 AM,9:47 AM
Period 1,5/11/2023,7:45 AM,8:33 AM
Period 2,5/11/2023,8:38 AM,9:40 AM
Period 3,5/11/2023,9:45 AM,10:28 AM
Period 4,5/11/2023,10:33 AM,11:16 AM
Lunch,5/11/2023,11:16 AM,12:06 PM
Period 5,5/11/2023,12:11 PM,12:54 PM
Period 6,5/11/2023,12:59 PM,1:42 PM
Period 7,5/11/2023,1:47 PM,2:30 PM
Period 1,5/12/2023,7:45 AM,8:33 AM
Period 2,5/12/2023,8:38 AM,9:21 AM
Period 3,5/12/2023,9:26 AM,10:28 AM
Period 4,5/12/2023,10:33 AM,11:16 AM
Lunch,5/12/2023,11:16 AM,12:06 PM
Period 5,5/12/2023,12:11 PM,12:54 PM
Period 6,5/12/2023,12:59 PM,1:42 PM
Period 7,5/12/2023,1:47 PM,2:30 PM
Period 1,5/15/2023,7:45 AM,8:33 AM
Period 2,5/15/2023,8:38 AM,9:21 AM
Period 3,5/15/2023,9:26 AM,10:09 AM
Period 4,5/15/2023,10:14 AM,11:16 AM
Lunch,5/15/2023,11:16 AM,12:06 PM
Period 5,5/15/2023,12:11 PM,12:54 PM
Period 6,5/15/2023,12:59 PM,1:42 PM
Period 7,5/15/2023,1:47 PM,2:30 PM
Period 1,5/16/2023,7:45 AM,8:33 AM
Period 2,5/16/2023,8:38 AM,9:21 AM
Period 3,5/16/2023,9:26 AM,10:09 AM
Period 4,5/16/2023,10:14 AM,10:57 AM
Lunch,5/16/2023,10:57 AM,11:47 AM
Period 5,5/16/2023,11:52 AM,12:54 PM
Period 6,5/16/2023,12:59 PM,1:42 PM
Period 7,5/16/2023,1:47 PM,2:30 PM
Period 1,5/17/2023,7:45 AM,8:30 AM
Period 2,5/17/2023,8:35 AM,9:17 AM
Period 3,5/17/2023,9:52 AM,10:34 AM
Period 4,5/17/2023,10:39 AM,11:21 AM
Lunch,5/17/2023,11:21 AM,12:09 PM
Period 5,5/17/2023,12:14 PM,12:56 PM
Period 6,5/17/2023,1:01 PM,1:43 PM
Period 7,5/17/2023,1:48 PM,2:30 PM
Advisory,5/17/2023,9:22 AM,9:47 AM
Period 1,5/18/2023,7:45 AM,8:33 AM
Period 2,5/18/2023,8:38 AM,9:21 AM
Period 3,5/18/2023,9:26 AM,10:09 AM
Period 4,5/18/2023,10:14 AM,10:57 AM
Lunch,5/18/2023,10:57 AM,11:47 AM
Period 5,5/18/2023,11:52 AM,12:35 PM
Period 6,5/18/2023,12:40 PM,1:42 PM
Period 7,5/18/2023,1:47 PM,2:30 PM
Period 1,5/19/2023,7:45 AM,8:33 AM
Period 2,5/19/2023,8:38 AM,9:21 AM
Period 3,5/19/2023,9:26 AM,10:09 AM
Period 4,5/19/2023,10:14 AM,10:57 AM
Lunch,5/19/2023,10:57 AM,11:47 AM
Period 5,5/19/2023,11:52 AM,12:35 PM
Period 6,5/19/2023,12:40 PM,1:23 PM
Period 7,5/19/2023,1:28 PM,2:30 PM
Period 1,5/22/2023,7:45 AM,8:52 AM
Period 2,5/22/2023,8:57 AM,9:40 AM
Period 3,5/22/2023,9:45 AM,10:28 AM
Period 4,5/22/2023,10:33 AM,11:16 AM
Lunch,5/22/2023,11:16 AM,12:06 PM
Period 5,5/22/2023,12:11 PM,12:54 PM
Period 6,5/22/2023,12:59 PM,1:42 PM
Period 7,5/22/2023,1:47 PM,2:30 PM
Period 1,5/23/2023,7:45 AM,8:33 AM
Period 2,5/23/2023,8:38 AM,9:40 AM
Period 3,5/23/2023,9:45 AM,10:28 AM
Period 4,5/23/2023,10:33 AM,11:16 AM
Lunch,5/23/2023,11:16 AM,12:06 PM
Period 5,5/23/2023,12:11 PM,12:54 PM
Period 6,5/23/2023,12:59 PM,1:42 PM
Period 7,5/23/2023,1:47 PM,2:30 PM
Period 1,5/24/2023,7:45 AM,8:30 AM
Period 2,5/24/2023,8:35 AM,9:17 AM
Period 3,5/24/2023,9:52 AM,10:34 AM
Period 4,5/24/2023,10:39 AM,11:21 AM
Lunch,5/24/2023,11:21 AM,12:09 PM
Period 5,5/24/2023,12:14 PM,12:56 PM
Period 6,5/24/2023,1:01 PM,1:43 PM
Period 7,5/24/2023,1:48 PM,2:30 PM
Advisory,5/24/2023,9:22 AM,9:47 AM
Period 1,5/25/2023,7:45 AM,8:33 AM
Period 2,5/25/2023,8:38 AM,9:21 AM
Period 3,5/25/2023,9:26 AM,10:28 AM
Period 4,5/25/2023,10:33 AM,11:16 AM
Lunch,5/25/2023,11:16 AM,12:06 PM
Period 5,5/25/2023,12:11 PM,12:54 PM
Period 6,5/25/2023,12:59 PM,1:42 PM
Period 7,5/25/2023,1:47 PM,2:30 PM
Period 1,5/26/2023,7:45 AM,8:33 AM
Period 2,5/26/2023,8:38 AM,9:21 AM
Period 3,5/26/2023,9:26 AM,10:09 AM
Period 4,5/26/2023,10:14 AM,11:16 AM
Lunch,5/26/2023,11:16 AM,12:06 PM
Period 5,5/26/2023,12:11 PM,12:54 PM
Period 6,5/26/2023,12:59 PM,1:42 PM
Period 7,5/26/2023,1:47 PM,2:30 PM
Period 1,5/30/2023,7:45 AM,8:33 AM
Period 2,5/30/2023,8:38 AM,9:21 AM
Period 3,5/30/2023,9:26 AM,10:09 AM
Period 4,5/30/2023,10:14 AM,10:57 AM
Lunch,5/30/2023,10:57 AM,11:47 AM
Period 5,5/30/2023,11:52 AM,12:54 PM
Period 6,5/30/2023,12:59 PM,1:42 PM
Period 7,5/30/2023,1:47 PM,2:30 PM
Period 1,5/31/2023,7:45 AM,8:30 AM
Period 2,5/31/2023,8:35 AM,9:17 AM
Period 3,5/31/2023,9:52 AM,10:34 AM
Period 4,5/31/2023,10:39 AM,11:21 AM
Lunch,5/31/2023,11:21 AM,12:09 PM
Period 5,5/31/2023,12:14 PM,12:56 PM
Period 6,5/31/2023,1:01 PM,1:43 PM
Period 7,5/31/2023,1:48 PM,2:30 PM
Advisory,5/31/2023,9:22 AM,9:47 AM
Period 1,6/1/2023,7:45 AM,8:33 AM
Period 2,6/1/2023,8:38 AM,9:21 AM
Period 3,6/1/2023,9:26 AM,10:09 AM
Period 4,6/1/2023,10:14 AM,10:57 AM
Lunch,6/1/2023,10:57 AM,11:47 AM
Period 5,6/1/2023,11:52 AM,12:35 PM
Period 6,6/1/2023,12:40 PM,1:42 PM
Period 7,6/1/2023,1:47 PM,2:30 PM
Period 1,6/2/2023,7:45 AM,8:33 AM
Period 2,6/2/2023,8:38 AM,9:21 AM
Period 3,6/2/2023,9:26 AM,10:09 AM
Period 4,6/2/2023,10:14 AM,10:57 AM
Lunch,6/2/2023,10:57 AM,11:47 AM
Period 5,6/2/2023,11:52 AM,12:35 PM
Period 6,6/2/2023,12:40 PM,1:23 PM
Period 7,6/2/2023,1:28 PM,2:30 PM
Period 1,6/5/2023,7:45 AM,8:52 AM
Period 2,6/5/2023,8:57 AM,9:40 AM
Period 3,6/5/2023,9:45 AM,10:28 AM
Period 4,6/5/2023,10:33 AM,11:16 AM
Lunch,6/5/2023,11:16 AM,12:06 PM
Period 5,6/5/2023,12:11 PM,12:54 PM
Period 6,6/5/2023,12:59 PM,1:42 PM
Period 7,6/5/2023,1:47 PM,2:30 PM
Period 1,6/6/2023,7:45 AM,8:33 AM
Period 2,6/6/2023,8:38 AM,9:40 AM
Period 3,6/6/2023,9:45 AM,10:28 AM
Period 4,6/6/2023,10:33 AM,11:16 AM
Lunch,6/6/2023,11:16 AM,12:06 PM
Period 5,6/6/2023,12:11 PM,12:54 PM
Period 6,6/6/2023,12:59 PM,1:42 PM
Period 7,6/6/2023,1:47 PM,2:30 PM
Period 1,6/7/2023,7:45 AM,8:30 AM
Period 2,6/7/2023,8:35 AM,9:17 AM
Period 3,6/7/2023,9:52 AM,10:34 AM
Period 4,6/7/2023,10:39 AM,11:21 AM
Lunch,6/7/2023,11:21 AM,12:09 PM
Period 5,6/7/2023,12:14 PM,12:56 PM
Period 6,6/7/2023,1:01 PM,1:43 PM
Period 7,6/7/2023,1:48 PM,2:30 PM
Advisory,6/7/2023,9:22 AM,9:47 AM
Period 1,6/8/2023,7:45 AM,8:33 AM
Period 2,6/8/2023,8:38 AM,9:21 AM
Period 3,6/8/2023,9:26 AM,10:28 AM
Period 4,6/8/2023,10:33 AM,11:16 AM
Lunch,6/8/2023,11:16 AM,12:06 PM
Period 5,6/8/2023,12:11 PM,12:54 PM
Period 6,6/8/2023,12:59 PM,1:42 PM
Period 7,6/8/2023,1:47 PM,2:30 PM
Period 1,6/9/2023,7:45 AM,8:33 AM
Period 2,6/9/2023,8:38 AM,9:21 AM
Period 3,6/9/2023,9:26 AM,10:09 AM
Period 4,6/9/2023,10:14 AM,11:16 AM
Lunch,6/9/2023,11:16 AM,12:06 PM
Period 5,6/9/2023,12:11 PM,12:54 PM
Period 6,6/9/2023,12:59 PM,1:42 PM
Period 7,6/9/2023,1:47 PM,2:30 PM
Period 1,6/12/2023,7:45 AM,8:33 AM
Period 2,6/12/2023,8:38 AM,9:21 AM
Period 3,6/12/2023,9:26 AM,10:09 AM
Period 4,6/12/2023,10:14 AM,10:57 AM
Lunch,6/12/2023,10:57 AM,11:47 AM
Period 5,6/12/2023,11:52 AM,12:54 PM
Period 6,6/12/2023,12:59 PM,1:42 PM
Period 7,6/12/2023,1:47 PM,2:30 PM
Period 1,6/13/2023,7:45 AM,8:33 AM
Period 2,6/13/2023,8:38 AM,9:21 AM
Period 3,6/13/2023,9:26 AM,10:09 AM
Period 4,6/13/2023,10:14 AM,10:57 AM
Lunch,6/13/2023,10:57 AM,11:47 AM
Period 5,6/13/2023,11:52 AM,12:35 PM
Period 6,6/13/2023,12:40 PM,1:42 PM
Period 7,6/13/2023,1:47 PM,2:30 PM
Period 1,6/14/2023,7:45 AM,8:30 AM
Period 2,6/14/2023,8:35 AM,9:17 AM
Period 3,6/14/2023,9:52 AM,10:34 AM
Period 4,6/14/2023,10:39 AM,11:21 AM
Lunch,6/14/2023,11:21 AM,12:09 PM
Period 5,6/14/2023,12:14 PM,12:56 PM
Period 6,6/14/2023,1:01 PM,1:43 PM
Period 7,6/14/2023,1:48 PM,2:30 PM
Advisory,6/14/2023,9:22 AM,9:47 AM
Period 1,6/15/2023,7:45 AM,8:33 AM
Period 2,6/15/2023,8:38 AM,9:21 AM
Period 3,6/15/2023,9:26 AM,10:09 AM
Period 4,6/15/2023,10:14 AM,10:57 AM
Lunch,6/15/2023,10:57 AM,11:47 AM
Period 5,6/15/2023,11:52 AM,12:35 PM
Period 6,6/15/2023,12:40 PM,1:23 PM
Period 7,6/15/2023,1:28 PM,2:30 PM
